,time,inm,inp,nois,outm,outp,ip,im
0,0.0,0.75,0.75,0.0,1.375289812230623,1.3752898122306227,8.49420375459431e-05,8.494203755304852e-05
1,1e-10,0.7505003122743097,0.750500316044221,0.000500314159265357,1.3733785633075632,1.37337854890608,8.532429021812504e-05,8.532428734042696e-05
2,2e-10,0.7510006245486195,0.7510006320884418,0.0010006283185307015,1.370885112105624,1.3708850788174334,8.582298423220891e-05,8.582297757442348e-05
3,4e-10,0.752001249097239,0.7520012641768836,0.0020012566370613038,1.365618198761896,1.3656181254027384,8.687637491533451e-05,8.687636024262702e-05
4,8e-10,0.7540024981944771,0.7540025283537666,0.004002513274121814,1.3547710834362208,1.3547709267627364,8.904581464008743e-05,8.904578331225821e-05
5,1.6e-09,0.7580049963889478,0.7580050567075268,0.008005026548237277,1.3327776649127159,1.3327773362267823,9.344453275872411e-05,9.344446701220477e-05
6,3.2e-09,0.7660099927778449,0.7660101134150027,0.016010053096423754,1.286998628527978,1.286997930292179,0.00010260041393905794,0.00010260027429609409
7,6.4e-09,0.7820199855552832,0.782020226829599,0.032020106192441104,1.1892283663732652,1.1892268416805518,0.0001221546316614308,0.0001221543267178049
8,1e-08,0.8000312274289096,0.800031604420028,0.05003141592446882,1.0703021324542328,1.0702995664677197,0.0001459400867105387,0.00014593957350683695
9,1.064e-08,0.8000332259840693,0.8000336271026193,0.05003342654334429,1.069171854414796,1.0691691223390183,0.00014616617553286915,0.00014616562911839992
10,1.192e-08,0.8000372230942232,0.8000376724676364,0.050037447780929833,1.0690449369769286,1.0690418750621873,0.00014619162498519245,0.00014619101261104106
11,1.4480000000000001e-08,0.8000452173137785,0.8000457631969179,0.050045490255348254,1.069083093670018,1.0690793722150074,0.00014618412555478244,0.00014618338126126673
12,1.9600000000000003e-08,0.8000612057491502,0.8000619446517422,0.05006157520044617,1.0688843403094737,1.068879299465393,0.00014622414011000728,0.00014622313193513037
13,2.984000000000001e-08,0.8000931825991117,0.8000943075406085,0.05009374506986006,1.0687537260439393,1.0687460462240295,0.00014625079074903624,0.00014624925479012063
14,5.032000000000001e-08,0.8001571361692977,0.8001590331886029,0.05015808467895031,1.0682294076063923,1.068216447826315,0.00014635671043095044,0.0001463541184776318
15,9.128000000000001e-08,0.8002850424178478,0.80028848359276,0.05028676300530385,1.0674415775330595,1.0674180510028475,0.0001465163897904631,0.00014651168449120178
16,1.7320000000000002e-07,0.8005408483646936,0.8005473778507488,0.05054411310772122,1.0656047250270886,1.065560037935929,0.00014688799241469042,0.0001468790549949972
17,3.3704000000000006e-07,0.801052410194628,0.8010651163024288,0.051058763248528385,1.0621863874914383,1.06209926838956,0.0001475801463186599,0.000147562722496275
18,6.647200000000001e-07,0.8020751427280304,0.8021002020750978,0.05208767240156414,1.0550752784723378,1.0549028668996772,0.00014901942661538214,0.00014898494430326537
19,1.3200800000000002e-06,0.804117517275357,0.8041672830675637,0.05414240017146038,1.0410628636722539,1.0407181884107732,0.00015185636230796717,0.0001517874272636277
20,2.6308000000000003e-06,0.8081777265361114,0.8082769049530627,0.0582273157445871,1.0126824328397939,1.0119870154272124,0.00015760259690722478,0.00015746351342471598
21,5.2522400000000006e-06,0.816103527736338,0.816301529284976,0.06620252851065703,0.9565980281046211,0.9551802447951722,0.0001689639510402685,0.0001686803943812265
22,1.0495120000000002e-05,0.8304354219498881,0.8308310528456745,0.08063323739778132,0.8524049548861248,0.8494938565341787,0.00019010122869289603,0.00018951900902308694
23,2.0980880000000003e-05,0.8480188078074985,0.8488095621821373,0.09841418499481795,0.7217915825180012,0.7158612398586366,0.00021682775203046845,0.00021564168349641477
24,3.0010000000000006e-05,0.8469777348346732,0.8481084819126299,0.09754310837365154,0.729716063550715,0.7212948944835712,0.0002157410211047761,0.00021405678728925182
25,3.0011000000000005e-05,0.8419767432387909,0.843107527955557,0.0925421355971739,0.765772555505955,0.7573511926246619,0.00020852976147622826,0.00020684548890415044
26,3.0013000000000006e-05,0.8319747594839525,0.8331056194783256,0.08254018948113903,0.8398010570225563,0.8314574018003379,0.00019370851964239932,0.00019203978859749782
27,3.0017000000000008e-05,0.8119707897221567,0.8131018002716958,0.0625362949969263,0.9847919477890553,0.9767646646031866,0.0001646470670806366,0.00016304161044189414
28,3.0020000000000007e-05,0.7969678104303436,0.7980989338962147,0.04753337216327916,1.0887544562044928,1.0810873106153391,0.00014378253787583617,0.00014224910876237118
29,3.002080000000001e-05,0.7969670156672887,0.7980981692441756,0.047532592455732145,1.0899172085590465,1.0822545162430972,0.0001435490967480746,0.00014201655828571802
30,3.002240000000001e-05,0.7969654257808945,0.7980966395798053,0.04753103268034986,1.0900111303378024,1.082348415454524,0.00014353031689751106,0.00014199777393031354
31,3.002560000000001e-05,0.7969622445670237,0.7980935788099512,0.047527911688487516,1.08995403386071,1.0822902651992934,0.00014354194695442857,0.00014200919321893934
